tweet,sentiment1
filipino-origin nurse administering vaccine developed two child turkish migrant . brexit britain lot thank migrant . http : //t.co/cxjpig9ivh,1
"took office three week ago , america didn ’ t plan enough supply vaccinate country . team got right work , today , ’ ve increased weekly vaccine shipment nearly 30 % purchased enough vaccine vaccinate american .",1
"breaking : biden deploy fema , national guard set covid vaccine clinic across u.s. http : //t.co/i2mjs974oo",2
"heart breaking see ’ s happening around country ! healthcare fraternity , sincere gratitude . make earnest appeal every indian exercise caution stay safe .",1
"kid , parent , teacher . wanted say upfront . 'm super confused city announcing school re-opening worst pandemic domestically vaccine relief sight summer .",0
gon na vaccine game end . # stanleycupplayoffs,0
assume twitter now going ban @ borisjohnson claiming vaccine n't working .. ? 🤣,2
joe biden meant say : “ thank president trump whole government approach fighting # covid19 led historic public/private partnership operation warp speed giving u vaccine plan nation. ” # covidayearon # biden,1
"u stock surge opening bell , dow 1,600 point pfizer reported covid vaccine news biden declared winner http : //t.co/cjpk0nbnzq http : //t.co/fdifpy7azb",2
@ briantylercohen `` hope everyone remembers 're getting vaccine suggested blasting uv light butt ! hope everyone remembers ! ! '',1
breaking : sputnik v vaccine approved india govt panel . rolled india dr reddy ’ s . http : //t.co/spg5tt1dfp,2
"quick thread vaccine distribution—personal story mom high-risk category eligible receive vaccine . ’ ve busy icu honestly assumed signing vaccinated ’ s responsible , conscientious person . 1/",1
feliz dia mundial livro http : //t.co/z6ytercz4s,2
"start new game deus ex exactly 11:29:17 pm will 2021 exact moment walton simon finish saying `` 's enough vaccine go around , underclass starting desperate '' . http : //t.co/kyfrsz1mfi",0
"first covid-19 vaccine given initial authorization fda cdc . today , ’ m happy announce ’ s authorized western state scientific safety review workgroup . mean vaccination begin washington .",1
crush : friend asked ’ re romantic capricorn : let ’ s vaccine together,2
"tribe got first shipment vaccine today . first round will go health care worker , first responder , language culture keeper elder .",1
"moderna/ nih vaccine 2nd candidate week show strong efficacy phase 3 trial ! congratulation moderna , @ realdonaldtrump , # operationwarpspeed team made historic breakthrough possible — will help bring end terrible pandemic !",0
remarkable story eu started feel pressure vaccine rollout . 5 minute . producer @ michaelcoxj http : //t.co/hxcmu9k2pj http : //t.co/bnurxdbkxk,1
"today , 72 % hospital worker state vaccinated . great see number rise significantly . will continue encouraging health care hero vaccine — help ensure integrity entire hospital system .",1
issuing emergency use authorization fast-tracked covid-19 vaccine possible fda pharmaceutical company accepted effective therapeutic hydroxychloroquine already available . eua applies alternative .,1
"pandemic brought u many moment absolutely radicalize . rich people showing start . line class never clear . healthcare , stimulus check , vaccine distribution , stock market .",1
"'ve heard 'the expert ' saying even take vaccine , continue wear mask socially distance . 're played .",1
"senate help chairman lamar alexander say ” disagree ” trump move . “ withdrawing u.s. membership .. interfere clinical trial essential development vaccine , citizen united state well others world need . ”",2
got vaccine asked feeling said feel kind updog put syringe back took vaccine,1
got vaccine http : //t.co/yh6kj48tgj,2
’ s bout time history stand something . ’ m taking vaccine able live y ’ crazy y ’ . take wan na wan na take 🤷🏽‍♂️,1
"* * platitude . present policy `` sociopathy . steal germany 's vaccine industry . blame china . send crook hack situation room '' - platitude become bold , brave , refreshing change .",1
"broken hip , replacement surgery , 2 month hospital lockdown visitor allowed , 85 yr old mom settling new longterm care home & amp ; received covid vaccine . today great day ! ! ! praying others ltc stay safe . 🙏 http : //t.co/czwhjatxcp",1
three week impeachment vote . told u hoax . trump making deal covid vaccine . 's never criminal conspiracy bad . .,0
joni ernst lied said covid death toll inflated doctor stood profit pandemic . lied pandemic now 's getting vaccine protect pandemic lied . http : //t.co/5yzflj5tny,2
"give away one saravana store/ pothys , sari shirt free every vaccine dose , 95 % tn will vaccinated week ..",1
got poked covid vaccine today ❤️ celebrating annoying walter ❤️ http : //t.co/agcnu0pree,0
made appointment vaccine . hub will fauci ouchie thurs .,2
"someone remind @ jaketapper canada ’ s vaccine procurement little tricky previous conservative government sold world leading biotech firm , pm arrange european source trust trump honour contract .",0
waise modiji khud kitne bade troll hai . kisi aur country ne vaccine maangi toh kuch nahi bola canada ke trudeau ne maangi toh tweet kar kar ke bata rahe ki yeh lo andolanjeevio tumhara baap toh mere paas ro raha 🤣🤣,0
love chatting 80 year old patient experience covid vaccine seamlessly transitioning experience life threatening heart problem,1
long till firework vaccine ?,0
"'m done . mask , mask , panic shutdown , hospital capacity , '' model '' collapse , testing , contact tracing , vaccine , forced mask ( `` droplet '' ! ) , `` case ! `` , vaccine , # hydroxychloroquine suppression , national mask mandate , now one supposed sick ?",0
moderna say vaccine 94.5 % effective preventing covid-19 http : //t.co/lgriq0ty8a http : //t.co/5gfeohhie3,1
"statement twice impeached former guy hope everyone remembers 're getting covid-19 ( often referred racist china virus ) vaccine called `` democrat '' hoax , miracle , disappear . # grosslyegregiousgloryhog 🐷 http : //t.co/rian4tbp6u",2
"open letter every pro-pharmaceutical company simp defending price-gouging : vaccine multiplex ticket , pizza , netflix subscription , etc . 400 buck per dose cheap , microscopic minority india .",1
"`` n't anyone talking dolly parton funding coronavirus vaccine '' sir , literally everyone talking . sorry 're straight timeline look old navy",0
trump supporter taking credit pfizer ’ s vaccine . pfizer say .,2
"eu complaining lord frost will confrontational ongoing negotiation . ? attempt impose hard vaccine border , shellfish ban refusal negotiate service ? gove far cuddly . let ’ s hope frosty will show backbone .",1
"morrison stop flip flopping around listening focus group bite bullet dedicated quarantine facility mass vaccination , tell u truth vaccine will arrive # auspol",2
"'re preparing # covid19 vaccine roll ireland . hse national cold chain centre , received currently commissioning & amp ; validating consignment 9 x ultra low temperature freezer storage vaccine -75 degree . @ hselive http : //t.co/ooguc9osqo",0
"biden govt ’ s response india ’ s multiple request ease export curb vaccine raw material priority vaccinate american . imagine , country saying u . trump threatened sanction india n't export hydroxychloroquine america .",0
know 's good covid day 's —4 million vaccination —vaccine eua filed 12-16 year-olds —big study show marked protection prior covid —the u gov't start actively help michigander surge ( finally ),1
will continue prioritize senior vaccine effective way battle pandemic . http : //t.co/4amqf0e3kf,1
"covid-19 vaccine will work trial include black participant , expert say . http : //t.co/cexsbqlrsb",0
way new york getting weed vaccine buddy ’ t keep hand,1
"haryana health minister anil vij , given trial dose coronavirus vaccine last month , test positive http : //t.co/hyzzvgbctg",1
trump ’ s claim pfizer delayed news covid vaccine true ( surprise ) . company learned result independent auditor sunday .,0
. @ joyannreid either didn ’ t bother read tweet ’ re deliberately misleading viewer . wasn ’ t opposing vaccine ; intend take . responding msnbc ’ s bizarre claim that—after take vaccine—you still travel & amp ; must wear mask .,1
go w/ @ cnn trying put fear mind reader . happens coronavirus vaccine never developed ? “ what-ifs ” endless . lot hypothetical thrown intended scare people . http : //t.co/yvavlyhqbv,0
"ment activate night , take naija made vaccine http : //t.co/kymfjpachu",2
"oxford-astrazeneca covid vaccine `` safe effective '' , review european union 's medicine regulator concludes http : //t.co/2ud0nquqjw",1
"covid-19 doesn ’ t give flying f * ck christmas . make compromise year , . still attend virtual church service , & amp ; still virtual meal trimming . vaccine coming fast , let ’ s save many life possible .",1
20 yr ago got haircut @ faroutakhtar 's wife 's salon . paid think costly vaccine today .,1
trump 's blood will source vaccine cure everyone coronavirus .,2
need vaccine right now,1
baffled opposition vaccine passport . compel people vaccinated . rightly . individual chooses vaccinated pose risk health others enclosed public space . action consequence .,1
nigerian saying covid19 vaccine bill gate world domination till found one involved vaccine production . now vaccine good 🤣🤣🤣🤣,1
@ emaperidol one pay enough vaccine .,2
great news 🇵🇰 will receive 17m @ uniofoxford @ astrazeneca vaccine dos # covax . proud 🇬🇧 ‘ s £548m contribution covax helping pakistan stop # covid # ukpakdosti @ fslsltn @ developmentpk,1
@ poorboyyyyy @ firagawalkwthme people need gotten . throw vaccine end day . vaccine . help prevent spread . need many people vaccinated possible fast possible .,1
"biden-harris plan deliver $ 50b new york 'll help family , small business , vaccine distribution , state local service , must plan framework passed expand provide direct relief help restaurant , transit ,",1
father got first covid-19 vaccine shot . thank god ! mom next week .,1
"serum institute india , plan manufacture & amp ; delivery 100 million dos covid-19 vaccine india & amp ; middle-income country . ceiling price vaccine around r 225 ( u $ 3 ) per dose . @ newindianxpress @ sunday_standard",2
"although serum pune equally good , fully appreciate , somehow feel buy bharat biotech 's vaccine pvt hospital take jab . 100 % made 🇮🇳 made indian product . afford buy support scientist . , !",1
india-uk partnership action . made india vaccine delivered london today . # vaccinemaitri http : //t.co/hdqiyszrzf,1
"thanks , take russian covid vaccine .do really think putin care health american ? really ?",1
’ s # whitehousekaren big mad ’ s getting credit developing vaccine absolutely nothing . http : //t.co/v6a2obsdyo,0
every gop governor phone state legislator * right now * pas ban “ vaccine passport . ”,1
"left calling texan receive china virus vaccine state re-opened much universal healthcare , guess ? 🤔",1
"reporter : set goal 100 million vaccine first 100 day ? bar high enough ? president biden : “ announced , said 's possible . c'mon , give break , man . 's good start , one hundred million. ” http : //t.co/xap5yapefh",1
pfizer never discussed @ us_fda ’ s # covid19 vaccine guideline white house will never undermine agency ’ s independence .,2
y'all really fucked calling `` vaccine passport . '' 're vaccination record .,0
vaccine effective expires april ? 🤣 south africa land . 💀,0
business whether * check note * chancellor exchequer stand personally profit vaccine may bought distributed public money ?,2
"🔺 “ doc , don ’ t trust covid-19 vaccine ’ s rushed . normally , vaccine take 7-10 years. ” 🔺 thread reassure covid-19 vaccine safe possible , one year effective & amp ; accelerated research . 1/15 http : //t.co/rcvjkfqayi",1
happy see first delivery # covax supported vaccine ghana . excited see country following . nigeria ’ s supply way soon . trade restriction bureaucracy way . @ wto must part solution . @ gavi @ actaccelerator,1
hi friend ! please wish luck ? job interview tomorrow vaccination registration manager company running huge vaccination site state . will responsible helping increase number vaccine 500-5000/day . 🤞🏻🤞🏻🤞🏻,1
return normal 1918 flu ? 30 time deadlier covid ! -we didn ’ t pcr test -we didn ’ t vaccine -we didn ’ t even antibiotic { yet returned normal . },1
’ re ... need “ karen ” vaccine .,2
text mom la ’ t even list vaccine : “ oj got vaccine ! ! ! ! ”,2
y ’ posting vaccine card ’ s bottle 1942,2
"dear @ senjoniernst rewrote tweet make factual : today , recommendation office attending physician , received first dose vaccine something dismissed called hoax almost year 300,000 american died .",1
biden promised 100 million vaccine first 100 day . day 76 u.s distributed 167 million shot .,1
vaccine available many hesitating . now ’ s shortage people anxious . nothing change far behaviour concerned . want ’ t don ’ t want . typical doltish behaviour .,1
way jim muhwezi mike mukula stole vaccine money armani suit though 😫 ’ d rather vote bouncer !,2
today took covid 19 vaccine getting text message make appointment . little nervous hate needle fine ’ s relief . thank nh staff made feel comfortable . http : //t.co/t5e5z1xtyn,0
( 1 ) vaccine passports-the gateway chinese-style digitalised bio-id social credit system west-are end goal . make feasible v. high vaccine uptake needed . mean ´stick ’ lockdown . justify mean manipulating data & amp ; generous,1
"update : proud announce , along @ biontech_group , mrna-based # vaccine candidate , interim analysis , demonstrated initial evidence efficacy # covid19 participant without prior evidence sars-cov-2 infection .",1
"@ deelasheeart @ tinnkky right ? `` n't live fear , '' came partying , now vaccine got em shaking boot .",1
breaking : 40 % marine declining covld vaccine ... ’ s right !,1
black m après avoir été vacciné http : //t.co/xuvtoipkdu,0
"esclarecimento : parece que o vídeo flávio caindo não é dele . um jornalista disse que era , outro que não . enfim , apure-se , portanto vamos classificar como fake news . agora que o flávio empregava mãe e ex-esposa de um miliciano gabinete dele é verdade , sim .",0
one time took ecstasy pill found floor mondrian weho concerned ’ s vaccine .,2
"new : day 7 president announced plan purchase additional 200 million vaccine . summer , u will vaccine sufficient 300 million american . increased vaccine going state 16 % today .",1
put make today big day cried . got covid vaccine . knowing thousand u healthcare worker died covid make day break heart 💔🙏 forever grateful made 😭 http : //t.co/c8tmqwwu7k,2
"sars-cov-2 infection mostly asymptomatic mild , 99.7 % people surviving . 0.3 % sadly die average age 83 serious underlying health condition . will taking covid 'vaccine ' ( e.g . experimental mrna ) & amp ; recommending .",1
dr . bright right . united state need national vaccine strategy now 's alarming n't one . 's critical vaccine accessible all—not well-connected wealthy .,1
"imagens exclusivas flávio bolsonaro dando uma rachadinha na clavícula , relembrando o velhos tempo da alerj http : //t.co/isdrlfty61",2
"happy monday ! ❄️ 1 . uk , take vaccine offered . protection better none . 2 . 've 1 dose , still cautious , distance & amp ; avoid mixing . 3 . s. african variant warning sign potential variant . need border policy place asap .",1
"biden trip running steep staircase , yet trump n't shuffle ramp , let alone roll 100 million vaccine dos * 40 day ahead * schedule .",0
gov . andrew cuomo say new york health official will review federally approved covid-19 vaccine n't trust trump administration deliver safe effective one . http : //t.co/wswvrnnema,1
"cuba first latin american country develop , test covid-19 vaccine . cuba 's globally praised medical service successfully prepared contained covid-19 . despite u embargo hostility . http : //t.co/l5i2zkjxzx",1
"matter day , president @ realdonaldtrump ’ s leadership , ’ ll approval first coronavirus vaccine america . development & amp ; manufacturing vaccine take 8-12 year , operation warp speed , ’ ll vaccine 8-12 month !",1
"1 . thing look grim now one path forward : free widespread testing vaccine found . universal testing system , possible contain virus functioning economy . post explains logic : http : //t.co/fkq8q9mqgv",0
shot 2/2 # covid19 vaccine complete ! side effect will hit harder time around ... immune system putting work . let ’ s keep spreading word . need protect u make sure enough u shot y ’ . 💪🏾 # thisboutus # righttobarearms http : //t.co/thr3bzclxm,1
"romney : president said day obama responsible lack vaccine . obama trump responsible ? fauci : `` , senator , . '' http : //t.co/pvqwwaj17f",1
'm getting pfizer covid vaccine today !,2
"new : 346,000 dos moderna vaccine expected delivered new york state week december 21 , addition 170,000 pfizer dos coming weekend .",1
time morrison step accept constitutional responsibility quarantine . hotel fit purpose consistent failing make point alarming term . contemplate opening international border fixed even vaccine ?,1
brics country first # coronavaccine . vaccine still go another phase trial & amp ; trust president putin will speed process save life . world unite build open economy . # brics # cyrilramaphosa # covid_19 http : //t.co/elao85xoav,1
"`` maine kaha , bimari faili hai , log mar rahe hain , benefit le sakte hain .. boldiya , vote aur vaccine lo '' http : //t.co/zjvhvh18x1",2
reporting vaccine hesitancy 20 year now . personal note : going back pulling old clip reminds much aged ! http : //t.co/il7wbhcmkp,1
going talk healthy 39 year old woman utah got second dose moderna vaccine dropped dead 4 day later ?,1
"navajo nation surpassed goal administering 100,000 covid-19 vaccine end february , figure represents half resident . work increase supply , increase place vaccinated , increase vaccinator making difference .",0
ca logged record breaking week : - nearly 1 million vaccine administered 48 hour . - 14 million total administered . - nearly 5 million state . - ranking 6th world total administered . let ’ s 👏 go👏 http : //t.co/cgybzfkqju,1
love travel love eat love live music love go bar won ’ t vaccine . losing pleasure price pay . won ’ t blackmailed,1
act fast decisively . didn ’ t happen victoria . sa . happening nsw . minimum mandating mask . day ’ s delay equal week side . fed ’ t sit one either . bring effective vaccine forward now .,1
"minister , tweet patently false know . government got unlimited spending power vaccine parliament april—almost year ago . money , government got duped china . 's n't vaccine .",0
coronavirus vaccine will probably prevent getting sick covid-19 . ’ s yet clear whether still infected asymptomatically silently spread virus . http : //t.co/1gz7xgkf7u,0
"pfizer say early evidence suggests vaccine may 90 % effective preventing covid-19 . data come vaccine tested 43,500 people . come .",1
"nervous thread , let ’ s . people understand risk different way . , make sense people going want see bunch people vaccinated vaccine ’ s ok .",1
# israeli researcher announce breakthrough coronavirus vaccine | thecable http : //t.co/ouvwoovkzj # covid19 http : //t.co/vedhg7zq9a,2
idiot home secretary priti patel describes demand vaccine `` beyond comprehension '' . 's 66million people uk . 's difficult comprehend .,0
. @ realdonaldtrump got whole world talking ingredient vaccine . brilliant .,1
"queue vaccine clinic 20 minute come tell u astrazeneca vaccine pulled u go home , excuse cry",0
"reply animal crossing twitter , support vaccine use , believe autistic people perfect . please restore faith",1
share population received coronavirus vaccine . israel : 25.3 % uae : 16.8 % bahrain : 6.4 % uk : 5.4 % u : 3.7 % italy : 1.6 % spain : 1.6 % ireland : 1.5 % canada : 1.2 % germany : 1.1 % poland : 1 % norway : 0.7 % turkey : 0.7 % russia : 0.6 % france : 0.6 % china : 0.6 % saudi : 0.5 % ( world data ),2
"@ seruminstindia past five decade forefront supplying vaccine saving life globally . care respect every human life strongly believe transparency , thus hope statement clear confusion . http : //t.co/yq3x38bufl",1
"said last vaccine . infect people die , fault , george . yes , played team sport . , way , number nba championship .",2
california er nurse test positive covid-19 week getting vaccine http : //t.co/63dsybmg1d http : //t.co/zlxgdoqbuf,1
chyron @ cnnsotu : “ immigrant job done coronavirus vaccine ” http : //t.co/fjjfcsorju,2
’ ve told current @ mlb player pressure put mlb & amp ; organization take # covid19 vaccine enormous . basically ... take shot operate without restriction ... possibly lose job someone .,2
uk becomes first country world approve pfizer/biontech coronavirus vaccine widespread use http : //t.co/lsciecztd6,1
"india making steady progress vaccine development , three vaccine advanced stage development . team helping strengthen research capacity nation . reviewed aspect relating vaccine storage , distribution , administration .",1
"sinovac far least effective 2nd expensive . duterte justify buying ? pati ba naman vaccine para sa kaligtasan ng mga pinoy , pagkakakitaan nyo pa ! # dutertekurakot",1
sneering glee english/tory medium treat european issue vaccine peak aresholery . insecure need others stumble order feel better pretty fucking pathetic .,0
"effective vaccine covid will welcome unexpected game changer . 're yet , need hang month , 's increasingly likely will u new normal 2021 beyond .",1
"news : trump administration will join global effort develop , manufacture equitably distribute coronavirus vaccine , part world health organization involved . detail covax decision @ yabutaleb7 . http : //t.co/lon73sm1yi",2
", 's smallpox . 's smallpox vaccine .",2
give vaccine neo first going muni lot next week,1
absolutely idea faith ( lack ) anyone giving receiving covid vaccine remotely interest relevance anyone .,0
eat coleslaw don ’ t worry ’ s vaccine,2
"spoke senior scientist team developed one covid vaccine . worked 18-hour day , 7 day week , weekend holiday , nearly year . former president rejected science deserves absolutely none credit owed scientist .",1
"wanted flying car got satellite internet blanketing world , supersonic jet , 2-day vaccine development , budding genomics revolution , $ 1t self organizing internet native currency , ai advancing insane rate , doubling compute demand every month .",0
"johnson johnson data fabulous . may effective pfizer moderna vaccine , 's much easier transport . requires one dose . one study ended hospital severe covid . http : //t.co/h6ul93udss",1
"today , president biden announced breakthrough collaboration johnson & amp ; johnson , merck , federal government ramp vaccine production . effort , will enough vaccine every american end may–two month earlier expected .",0
"former president barack obama , george w. bush bill clinton say 're willing publicly take coronavirus vaccine 's available u.s. encourage american hesitant . http : //t.co/raifj16wf9",1
look vaccine 95 % + effective week * second * dose based fairly large sample data israel . entirely clear collecting data obviously encouraging . http : //t.co/8euuwfk18t http : //t.co/6c8wemmhrw,1
"dr. katalin kariko , known colleague kati , emerged one hero covid-19 vaccine development . work close collaborator dr. drew weissman laid foundation vaccine made pfizer-biontech moderna . http : //t.co/qq0npgojtn",2
“ # vaccinemaitri ” overcome covid ! 1.2 million dos made india covid vaccine grant india bangladesh handed prime minister @ narendramodi prime minister sheikh hasina . http : //t.co/4igl523pqw,2
atleast russia n't say let 's go test vaccine africa # coronavaccine http : //t.co/91wakl8quq,2
"always great speak friend , excellency fm wang yi . encouraging result chinese vaccine historic relationship , pakistan approved emergency use authorisation sinopharm . indeed 🇵🇰 greatly appreciates 500,000 dos vaccine gifted 🇨🇳 .",1
dear beloved government .. 2 type influencer .. 's base fame base value .. think u need balance two vaccine promotion .. n't ur choice influencer . use people raditya dika value .,0
": u administered almost 3 million coronavirus vaccine dos today , raising total 107 million administered dos overall .",2
ask manufacturer vaccine india produce covaxin . production will reach 20- 25 crore dos per month supply chain raw material maintained .,0
"true leader people , people & amp ; people today , pm @ narendramodi ji reached aiims early morning without disturbing normal traffic . filled required form , took covid-19 vaccine jab & amp ; waited 30 minute observation # largestvaccinedrive http : //t.co/ljxrnwakag",1
mid-pandemic djokovic health blunder egregious ? pick one rank : 1 ) anti-vaccine sentiment 2 ) instagrams featuring charlatan 3 ) saying water purified positivity 4 ) holding bacchanalian adria tour 5 ) leaving croatia w/o test post-grigor news,0
"’ ve said best vaccine first one ’ s offered - ’ s sophie getting astrazeneca shot tomorrow . ’ re eligible haven ’ t gotten shot yet , click see set something : http : //t.co/7amw1bggfn",1
"reminder vaccine price eu country : moderna : $ 18 🇺🇸 pfizer : €12 🇺🇸🇩🇪 astrazeneca : €1.78 🇬🇧 uk grasping , self interested bar steward ?",1
"gayle smith selected lead biden administration 's vaccine diplomacy , new post state department . smith helped lead u.s. response ebola ardent advocate protecting world ’ s poorest country covid-19 . http : //t.co/x4d1mnjid3",1
interesting article backdrop @ borisjohnson # lockdown annoucement evening . vaccine minister ’ s family set ‘ medical ’ company http : //t.co/c85fiqpijo @ matthancock @ nadhimzahawi @ binvestigates @ bylinetimes,1
"politician getting swab test , vaccine hospital bed filipino greater risk getting sick already critical condition never sit well anyone .",1
faced rising tide infection death . britain need zero covid strategy . include : full national lockdown ; school closed now ; move remote teaching effective vaccine roll @ neunion @ ucu # lockdown,1
vaccine 95 % + effective . instructing company simply make vaccine . - monopoly patent !,1
"think starbucks tasty coffee , don ’ t need worry ’ s vaccine",2
corona vaccine side effect 😳 : ten percent luck twenty percent skill fifteen percent concentrated power will five percent pleasure fifty percent pain u understand reference 👌🏿 ( gen z wont ) 😂😂,2
"billionaire kano , abdulsamad rabiu bua , spent fortune purchasing 1 million astrazeneca covid-19 vaccine , distribute freely nigerian . will spend billion buy , 5 million bottle nigerian populace . http : //t.co/19wws9pe01",1
"black , & amp ; take vaccine ion wan na hear “ white supremacy ” come ya mouth . listened bill gate , dr fauci , & amp ; biden .",0
vaccine vaccine vaaaacciiiine http : //t.co/czo03612uh,2
pm say health canada approved first clinical trial possible vaccine canadian centre vaccinology dalhousie unviersity .,1
"dr. fauci now say vaccine may even work well . time move . keep best , back school & amp ; work , reform nursing home policy state-by-state .",1
3.1 million covid vaccine dos administered today united state . ’ s incredible accomplishment biden administration ! 👏👏,1
’ s something water florida . matt gaetz subject sex trafficking probe . ron desantis appears selling vaccine dos messing covid number . rid .,0
"“ government greater understanding production schedule , especially directing supplier fulfill pfizer ’ s need defense production act. ” weird . actually involved going allow distribution 16 % vaccine next three week .",1
new favourite mary lou saying wouldn ’ t even trust government deliver pint milk front door nevermind roll vaccine hahahahahhahahaahahaha,1
good news effort bring # covid19 vaccine european ! @ ema_news assessed @ moderna_tx vaccine safe & amp ; effective . now working full speed approve & amp ; make available eu .,1
wow . 200 million american received least one dose covid vaccine ! great job biden administration . 👍,1
"« je suis majeur , vacciné , et assez grand » masterclass ptn jlaime vincent # kohlanta http : //t.co/ix31wgek5x",1
new - florida gov . desantis say ’ ll taking executive action `` vaccine passport . '' http : //t.co/lswluaxusi,1
"great news : arrival first batch vaccine abuja , nigeria . congratulation covax @ gavi @ @ unicef @ nphcdang @ ncdcgov",1
"'s really hard believe , one full year losing 550,000 american , 're still argue moron wear fucking mask vaccine . ignorance deadly .",0
sister-in-law getting vaccine morning,2
"come brexiter , tory-supporter , prue leith 1st 2nd dos vaccine rest u 1st dose ? idea ?",2
"unlock , want every single lost freedom return . want tactile , expressive behaviour . want socialising , crowd , hug , kiss handshake become normal . don ’ t want vaccine passport allow basic human right . # novaccinepassports",1
"’ s good day cause mom got second shot vaccine , babyyyyyyy ! 🙏",1
"@ nikkihaley yet , another lie . stockpile vaccine biden admin . half million dead american due complete ineptitude trump admin . don ’ t care though . one half million dead . ’ s . # jamalkhashoggi",0
’ ve used bathroom fraternity worry ’ s vaccine,2
"year ago , common sense people called “ conspiracy theorist ” warned : -it never going 2 week flatten curve . -the vaccine going give freedom back . -the rich transferring unlimited wealth power .",1
president biden say u.s. will “ enough vaccine supply every adult america end may. ” say result administration ’ s effort ramp vaccine production .,1
"nampota ! di pwede sa senior citizen , di rin pwede sa medical frontliners . bakit tayo umorder ng 25m dos ng vaccine na mahal na , wala pang silbi ? parang si duterte lang , inutil ?",2
hasn ’ t taken vaccine .... 🙋🏾‍♂️,2
"heard new york ’ s thin-skinned , hyper-egotistical @ nygovcuomo criticizing @ realdonaldtrump taking credit creating vaccine “ ego ” criticizing drug company wanting make money . bottom line , cuomo ’ s policy will slow vaccine distribution .",0
"pink country trying prevent yellow country making vaccine save thousand thousand , possibly million unnecessary death . longer pandemic go , mutation will develop . http : //t.co/xw0onz7dyc",2
"big shout nameless volunteer vaccine trial . posterity will record name , might saved 2021 , economy many country countless life livelihood .",2
"press need start referring ’ s happening washington hostage situation . biden team need immediate access vaccine data , vaccine distribution info & amp ; quite frankly anything ask .",2
"purpose # lockdown # shutdown allow hospital cope # covid19 spike . cure disease . now entering new phase , “ living covid-19 ” . will new normal vaccine found virus run victim . 1/2",1
got vaccine now see wall,2
"'m coming quarantine anniversary . fact , meghan mccain , co-host view , don ’ t know will able vaccine ...",1
"everyone accepts science get vaccine , everyone doesn ’ t accept science doesn ’ t vaccine , will soon significant reduction number people don ’ t accept science .",1
raise hand will vaccine made using cell baby killed abortion ! 🙋‍♂️🙋🙋‍♀️,0
"think wearing glove . vaccine preventing getting dirt gunk hand . end day , hand clean inside protective glove . , glove still dirt . 3/",1
"countless people medicine dmed today receive death threats/online harassment regularly , promoting masks/vaccines/ public health advice . isn ’ t national legislation protect healthcare worker ... going keep fighting misinformation ?",2
fda approves fake vaccine staged photo shoot http : //t.co/3xror4j9qg,0
"bill gate , second-largest donor w.h.o. , push population control , business tied vaccine . ? 's damn doctor scientist . outraged w.h.o . threatened potus body bag ?",0
absolutely will take covid vaccine .,1
getting vaccine http : //t.co/bfvhvg1pl8,2
yesterday first time 1 % uk ’ s adult population received first vaccine dose one day .,1
boom . biden announce administration secured extra 200 million dos vaccine promised last month . http : //t.co/zyixohrioh,2
"four parent , age 75 . randomly , three , two different city , got first dose covid vaccine today . father received vaccine parent highest risk . incarcerated .",0
"son ventilator breathing , decision make . want give vaccine reading . hug people cared .i n't forget name . huge hug something special thank . hug 🤗 esp 4 people hug .",1
"astrazeneca vaccine trialled 3 country : uk , brazil south africa . 3 new covid 'variants ' now found uk , brazil south africa . coincidence ?",1
will vaccine cure trump derangement syndrome ? 🤔,2
breaking : disgusting thing trump done ! germany confirms trump tried buy firm working coronavirus vaccine http : //t.co/xsa3qmk0kw,0
"filipina big deal actually ... fact philippine country southeast asia doesn ’ t access covid vaccine amerika made playground land & amp ; forced woman become nurse & amp ; caretaker , make angry",0
"vaccine passport mean state - - will decide need injecting regular interval year , order live `` normal '' life .",1
fox 's geraldo rivera think name covid vaccine trump wo n't feel bad . 've got better idea . name morgue ?,0
@ realdonaldtrump @ stevefda admit want vaccine election ploy .,2
every adult united state now eligible vaccine . every adult united state now eligible vaccine . every adult united state now eligible vaccine . every adult united state now eligible vaccine . one .,1
"maybe addition showing image & amp ; video black people taking vaccine , good way convince people government isn ’ t trying harm government stop harming daily basis virtually every aspect life 🙂",1
dear @ realdonaldtrump & amp ; administration n't produce 350 million test every american . 200 million . 100 million . want u believe produce 700 million vaccine ( 350m x 2 's 2 dose vaccine taken month apart ) nov 1 ?,2
"don ’ t want vaccine ’ s fine , stop shitposting misinformation others won ’ t .",1
"yearlong firehose legitimately terrible news , gone news-blind ridiculously incredible vaccine . result read starry-eyed saccharine pipe dream year ago , & amp ; now ’ re real & amp ; flying largely under-the-radar",1
operating fauci ’ s timeline still wouldn ’ t vaccine .,2
sorry ’ re telling irish person first person entire world covid vaccine ?,0
democrat fine prospect implementing vaccine card ... voter id . paying attention ?,1
potentially promising covid-19 vaccine hit roadblock testing reveals 's shotgun http : //t.co/xq4fddeg4o http : //t.co/suvdjmbzbh,1
"remember govt counted 2 glove pair “ two ” separate item ppe ? well , vaccinated covid , need course 2 vaccine . yet govt ’ s official vaccination fig count single dose “ vaccinated ” . chance press clarify urgently ?",0
"ate cafeteria menu , don ’ t worry bout whats vaccine http : //t.co/kne9coafhx",2
pfizer offered “ not-for-profit ” price vaccine indian govt . mrna vaccine proven effective newer variant compared vaccine . govt consider giving emergency use authorisation vaccine .,1
timetable distribution still highly hypothetical covid vaccine seems driven something safety & amp ; effectiveness ...,1
"people vaccinated care others , n't protected vaccine vaccine work ?",2
